,NSE,KGE,KGE-A,KGE-B,Corr,mse,KGEss,NSE_selection,KGE_selection,KGE-A_selection,KGE-B_selection,Corr_selection,mse_selection,KGEss_selection,NSE_testing,KGE_testing,KGE-A_testing,KGE-B_testing,Corr_testing,mse_testing,KGEss_testing,NSE_spinup,KGE_spinup,KGE-A_spinup,KGE-B_spinup,Corr_spinup,mse_spinup,KGEss_spinup
0,0.840610146522522,0.8714351045121657,1.0654555559158325,1.083981990814209,0.9279477429444674,1.3446892499923706,0.9090908905780126,0.808218240737915,0.855986011136986,1.088628888130188,1.0764907598495483,0.9161303824311195,1.5888367891311646,0.8981667318892389,0.8444870710372925,0.8820452745205686,1.0441588163375854,1.0816034078598022,0.9271700609546342,1.3247689008712769,0.9165934137404964,0.5478843450546265,0.720352687411626,0.9920957684516907,0.8282927870750427,0.7794171906056747,6.360251426696777,0.8022594889281666
