,0,1,2
0,3.8699516e-05,4.5823548e-08,0.00037570292
1,3.529471e-05,3.3765854e-08,0.00039325008
2,3.551192e-05,3.4459784e-08,0.00039205613
3,4.093137e-05,5.518609e-08,0.00036540293
4,2.268005e-05,7.793753e-09,0.0004895293
5,2.7948954e-05,1.5577168e-08,0.00044144102
6,1.4285853e-05,1.6841101e-09,0.0006151899
7,4.0066006e-05,5.1425022e-08,0.00037142436
8,3.506473e-05,3.305068e-08,0.00039679857
9,1.8358971e-05,3.868844e-09,0.00054659497
10,1.1662093e-05,8.619331e-10,0.00072125427
11,3.9543917e-05,4.959131e-08,0.00043601525
12,3.8905957e-05,4.6987772e-08,0.0004394682
13,2.4246967e-05,9.798442e-09,0.0005552256
14,2.9437604e-05,1.8639568e-08,0.00050432666
15,3.0132554e-05,2.0138636e-08,0.0004984395
16,1.5368496e-05,2.1615043e-09,0.00069501554
17,3.2626718e-05,2.6238713e-08,0.00048873347
18,3.0462219e-05,2.0898012e-08,0.0005055127
19,2.3302593e-05,8.597445e-09,0.0005769935
20,2.8188384e-05,1.6158765e-08,0.00052503974
21,2.2900904e-05,8.115846e-09,0.00058169244
22,2.745392e-05,1.4804534e-08,0.00053168234
23,1.6544975e-05,2.7627238e-09,0.00068264425
24,1.7846949e-05,3.5516254e-09,0.0006588938
25,1.7903274e-05,3.5889154e-09,0.0006576752
26,2.413941e-05,9.665012e-09,0.0005672505
27,2.9827856e-05,1.949143e-08,0.0005107698
28,3.02666e-05,2.0458092e-08,0.00050698075
29,2.0278854e-05,5.424007e-09,0.0006178242
30,1.5356807e-05,2.1582538e-09,0.00070849125
31,1.1879281e-05,9.2183816e-10,0.00080950104
32,2.7884846e-05,1.561727e-08,0.00054712925
33,1.3754153e-05,1.5006897e-09,0.00077900384
34,2.1785321e-05,6.8915607e-09,0.00062062836
35,1.4421683e-05,1.7559167e-09,0.00076044607
36,2.8327988e-05,1.6552454e-08,0.0006151134
37,2.420985e-05,9.832927e-09,0.00066474814
38,2.067601e-05,5.827857e-09,0.0007182093
39,1.3746457e-05,1.5062299e-09,0.00087768154
40,2.630488e-05,1.3001913e-08,0.00069929654
41,1.9006191e-05,4.4268185e-09,0.000820515
42,1.7861932e-05,3.602921e-09,0.00084538525
43,1.6175558e-05,2.5934337e-09,0.00088819256
44,1.5307807e-05,2.1600042e-09,0.00091192516
45,1.8152148e-05,3.7995607e-09,0.00083788775
46,1.3187529e-05,1.3174809e-09,0.0009797306
47,2.114142e-05,6.354304e-09,0.0009432956
48,1.6504924e-05,2.7953593e-09,0.0010645684
49,2.996362e-05,2.0340433e-08,0.0009494538
50,3.7875394e-05,4.42894e-08,0.00090232154
