,0
3363,0.17241526
3364,0.23731942
3365,0.2341106
3366,0.22898419
3367,0.22208376
3368,0.21682492
3369,0.21282011
3370,0.20673023
3371,0.19945793
3372,0.19597477
3373,0.19063197
3374,0.2500868
3375,0.90751064
3376,1.2257668
3377,1.1380292
3378,1.2441614
3379,1.31944
3380,1.262772
3381,1.1923547
3382,1.1080755
3383,1.0265465
3384,0.9503471
3385,0.88182545
3386,0.8187147
3387,0.9561145
3388,1.3139899
3389,1.1879795
3390,1.1103693
3391,1.0364133
3392,0.9504999
3393,1.9876627
3394,2.223112
3395,1.980207
3396,4.155547
3397,3.0873961
3398,2.4051986
3399,3.0383232
3400,2.3838382
3401,2.0590506
3402,1.7060895
3403,1.4566479
3404,1.2582934
3405,1.3734157
3406,1.1914657
3407,1.0578353
3408,0.9455768
3409,0.84599054
3410,0.77699184
3411,0.7075804
3412,0.6436977
3413,0.60940856
3414,6.4908905
3415,8.880411
3416,6.158553
3417,4.3122044
3418,3.1563935
3419,2.6980565
3420,2.124345
3421,1.7374417
3422,1.4612134
3423,1.2557695
3424,1.1000835
3425,1.1634073
3426,1.0254229
3427,0.9306534
3428,0.83167076
3429,1.0848622
3430,5.218239
3431,4.6660647
3432,3.4433193
3433,2.65136
3434,2.0930147
3435,1.7322862
3436,1.468179
3437,1.2702894
3438,1.1167897
3439,0.9902284
3440,0.89066136
3441,0.8098122
3442,0.7340623
3443,0.7288228
3444,0.6741204
3445,0.6111252
3446,0.5733732
3447,0.53987074
3448,0.49805164
3449,0.45690894
3450,0.43768817
3451,0.43347532
3452,0.41273725
3453,0.39842647
3454,0.38573796
3455,0.37835133
3456,0.7597041
3457,0.80430657
3458,1.1542885
3459,1.039492
3460,0.9436047
3461,0.85605085
3462,0.8026324
3463,0.7491591
3464,0.7044126
3465,0.6651073
3466,0.63244677
3467,0.600105
3468,0.57207745
3469,0.88706756
3470,0.77314204
3471,0.68964183
3472,0.6422887
3473,0.6446274
3474,0.61075395
3475,0.5898403
3476,0.55803853
3477,1.0669336
3478,3.9486954
3479,2.9283674
3480,12.524857
3481,14.786876
3482,10.729818
3483,7.4078355
3484,5.1826344
3485,3.4116545
3486,2.528812
3487,2.0167232
3488,1.6621933
3489,1.7587824
3490,1.3597034
3491,1.1752744
3492,0.9405588
3493,0.72105014
3494,0.65112025
3495,0.59831697
3496,0.5352024
3497,0.49589783
3498,0.41119352
3499,0.3728459
3500,0.3233976
3501,0.2993583
3502,0.28239775
3503,0.26772118
3504,0.2650241
3505,0.25521463
3506,0.24604195
3507,0.23625742
3508,0.22617704
3509,0.21280627
3510,0.19875368
3511,0.1921057
3512,0.20125441
3513,0.21799874
3514,0.21396692
3515,0.21044306
3516,0.21344219
3517,0.23469791
3518,0.43896124
3519,0.4929197
3520,0.43155062
3521,1.2904894
3522,1.3736415
3523,1.0932939
3524,0.9193618
3525,0.80152273
3526,0.72898114
3527,0.9248132
3528,0.7237732
3529,0.63315475
3530,0.5203435
3531,0.45654574
3532,0.40913016
3533,0.3709478
3534,0.4323897
3535,0.48649657
3536,0.4360159
3537,0.37942082
3538,0.3690585
3539,0.5159289
3540,0.45216548
3541,0.39194715
3542,0.34378725
3543,0.3023463
3544,0.34942904
3545,0.3130069
3546,0.28480893
3547,0.25197843
3548,0.22590284
3549,0.20247647
3550,0.1871058
3551,0.2135042
3552,0.1854176
3553,0.16480622
3554,0.14392895
3555,0.18642952
3556,0.15920788
3557,0.13714948
3558,0.12851915
3559,0.11315396
3560,0.10180703
3561,0.0956467
3562,0.09347716
3563,0.104829766
3564,0.10732776
3565,0.12411417
3566,0.12883247
3567,0.122197926
3568,0.11600107
3569,0.10452089
3570,0.0996245
3571,0.09180891
3572,0.10304333
3573,0.15142587
3574,0.13554531
3575,0.16095899
3576,0.24551111
3577,0.2267042
3578,0.21577002
3579,0.32884806
3580,0.2898745
3581,0.29794654
3582,0.28997633
3583,0.27305847
3584,0.25636572
3585,0.24885052
3586,0.34807494
3587,0.3599308
3588,0.60540384
3589,0.72691476
3590,0.63485754
3591,0.6666803
3592,1.5373201
3593,1.2176368
3594,1.2723293
3595,1.0296998
3596,0.854849
3597,0.72582555
3598,0.71797186
3599,0.6044417
3600,0.60224116
3601,0.56187814
3602,0.49086684
3603,0.4366084
3604,0.39492834
3605,0.35950166
3606,0.32189238
3607,0.2802205
3608,0.25563243
3609,0.23172782
3610,0.21288413
3611,0.19698848
3612,0.18271227
3613,0.19578458
3614,0.16812928
3615,0.15817986
3616,0.14560653
3617,0.14215688
3618,0.12692358
3619,0.11696026
3620,0.13124198
3621,0.115176074
3622,0.105414726
3623,0.097458206
3624,0.09307808
3625,0.08646795
3626,0.08417023
3627,0.078812696
3628,0.074158736
3629,0.072902314
3630,0.07097805
3631,0.06748771
3632,0.06612914
3633,0.060728163
3634,0.0562092
3635,0.05175768
3636,0.050075073
3637,0.047727898
3638,0.045446813
3639,0.044650223
3640,0.044867612
3641,0.045166112
3642,0.044753242
3643,0.042623658
3644,0.056512572
3645,0.054543696
3646,0.053519454
3647,0.053703055
3648,0.06228872
3649,0.06490199
3650,0.06394377
3651,0.06486703
3652,0.063726
3653,0.06401008
3654,0.062842816
3655,0.06043204
3656,0.060192026
3657,0.05980811
3658,0.06672618
3659,0.0654627
3660,0.06559387
3661,0.06509447
3662,0.0654255
3663,0.06448322
3664,0.06351292
3665,0.06395287
3666,0.06363966
3667,0.0635364
3668,0.06484815
3669,0.06465674
3670,0.064229995
3671,0.06378687
3672,0.06331804
3673,0.0628963
3674,0.062163487
3675,0.06160337
3676,0.061533924
3677,0.061182044
3678,0.06090728
3679,0.09042702
3680,0.08983218
3681,0.08913422
3682,0.08834361
3683,0.085852064
3684,0.08903045
3685,0.08876835
3686,0.08739138
3687,0.08507254
3688,0.12495068
3689,0.12080524
3690,0.11742579
3691,0.112990886
3692,0.119820625
3693,0.11676904
3694,0.113963835
3695,0.11081283
3696,0.1068747
3697,0.10422236
3698,0.11586577
3699,0.11535013
3700,0.112639956
3701,0.114837684
3702,0.11312772
3703,0.10877987
3704,0.105526775
3705,0.17117949
3706,0.19635324
3707,0.29587224
3708,0.28556305
3709,0.27854872
3710,0.2690759
3711,0.26325142
3712,0.2557717
3713,0.5638247
3714,0.92436904
3715,0.87107116
3716,0.8775643
3717,0.962769
3718,0.88121957
3719,0.81317186
3720,0.7635774
3721,0.7202155
3722,0.6692881
3723,0.6229408
3724,0.5902098
3725,0.55893415
3726,0.5243586
3727,0.49427223
3728,0.4705117
3729,0.45357603
3730,0.84161425
3731,0.7740417
3732,0.7295186
3733,0.6856557
3734,0.6365077
3735,0.59467334
3736,0.56283313
3737,0.5312623
3738,0.5046993
3739,0.47651172
3740,0.45084783
3741,0.4275335
3742,0.40923053
3743,0.3949934
3744,0.3798089
3745,0.3633448
3746,0.35131103
3747,0.34419754
3748,0.33406526
3749,0.32347858
3750,0.3135042
3751,0.30704215
3752,0.301169
3753,0.2964753
3754,0.2911581
3755,0.27997994
3756,0.27450335
3757,0.26847962
3758,0.26064432
3759,0.25599548
3760,0.25115657
3761,0.3946151
3762,0.38695458
3763,0.37341258
3764,0.35748467
3765,0.5034801
3766,0.62184745
3767,0.6047056
3768,0.5738762
3769,0.55129576
3770,0.5235362
3771,0.4984014
3772,0.4759516
3773,0.6260334
3774,0.59106183
3775,0.63135004
3776,2.6694086
3777,5.123493
3778,9.905897
3779,13.457109
3780,10.074612
3781,7.302392
3782,7.5752287
3783,5.578977
3784,5.42979
3785,3.9881825
3786,3.1599312
3787,3.7362897
3788,5.824061
3789,5.610581
3790,5.2733846
3791,3.9466934
3792,4.407634
3793,3.5613534
3794,2.8407037
3795,2.3256366
3796,1.8360759
3797,1.5716313
3798,1.3593047
3799,1.2365186
3800,1.069286
3801,0.9888843
3802,0.77306986
3803,0.68280935
3804,0.6393769
3805,1.0828921
3806,1.8422375
3807,1.5740533
3808,1.3754892
3809,1.1458707
3810,1.3058627
3811,1.0778766
3812,0.9423063
3813,0.86614585
3814,1.5696856
3815,2.094306
3816,3.6430655
3817,5.4434566
3818,20.507309
3819,17.497154
3820,13.326945
3821,9.567476
3822,6.3667755
3823,4.2606945
3824,3.3103695
3825,2.9862776
3826,2.355455
3827,1.8307533
3828,1.40966
3829,1.1894646
3830,1.0902519
3831,1.5690155
3832,1.4069519
3833,1.1196458
3834,0.9186748
3835,0.8612196
3836,0.81376326
3837,0.77395606
3838,2.0101495
3839,6.120474
3840,4.470275
3841,3.2537146
3842,2.5830095
3843,2.1090083
3844,4.366904
3845,3.1174378
3846,2.1694846
3847,1.6075606
3848,1.3939149
3849,1.649382
3850,1.2138363
3851,1.0720096
3852,0.96981966
3853,0.7670226
3854,0.71070445
3855,0.6585536
3856,0.64569247
3857,0.606957
3858,0.56550246
3859,0.5346092
3860,0.50767815
3861,0.48458362
3862,0.46694618
3863,0.45042065
3864,0.43667883
3865,0.42446768
3866,0.4539391
3867,0.43499917
3868,0.41629702
3869,0.4660704
3870,0.51072687
3871,0.48462492
3872,0.421323
3873,0.41125372
3874,0.39940137
3875,0.39180878
3876,0.38505688
3877,0.3768203
3878,0.36805093
3879,0.41637313
3880,0.40556085
3881,0.36136335
3882,0.32352751
3883,0.30439878
3884,0.27930814
3885,0.26404452
3886,0.24931055
3887,0.24266739
3888,0.24642877
3889,0.24627978
3890,0.25935054
3891,0.29232836
3892,0.27170724
3893,0.24991296
3894,0.32188365
3895,0.306619
3896,0.28331196
3897,0.25560036
3898,0.2322919
3899,0.21173756
3900,0.19757976
3901,0.18244769
3902,0.17179458
3903,0.16356686
3904,0.15882604
3905,0.1430057
3906,0.13712478
3907,0.1537895
3908,0.28596056
3909,0.30236325
3910,0.31139484
3911,0.33747044
3912,0.31248233
3913,0.27761972
3914,0.25843036
3915,0.33883393
3916,0.3227569
3917,0.3078921
3918,0.29284745
3919,0.28099898
3920,0.26918727
3921,0.25885686
3922,0.26075643
3923,0.23859863
3924,0.23843029
3925,0.22323081
3926,0.2129566
3927,0.20556125
3928,0.20019399
3929,0.20986511
3930,0.21171294
3931,0.20427541
3932,0.21418418
3933,0.21255764
3934,0.19445555
3935,0.17665294
3936,0.16880782
3937,0.16511029
3938,0.16159754
3939,0.15831289
3940,0.15544419
3941,0.1522567
3942,0.16191004
3943,0.16057292
3944,0.15574384
3945,0.15100932
3946,0.16128065
3947,0.28145245
3948,0.25984865
3949,0.25259286
3950,0.23347238
3951,0.22096254
3952,0.203908
3953,0.21103887
3954,0.24909958
3955,0.25568643
3956,0.28011978
3957,0.25926727
3958,0.24581838
3959,0.24039061
3960,0.24035744
3961,0.22810124
3962,0.22247566
3963,0.26877308
3964,0.25987312
3965,0.24883632
3966,0.24064367
3967,0.2604391
3968,0.27957058
3969,0.3853556
3970,0.42668414
3971,0.41024798
3972,0.40421852
3973,0.38120002
3974,0.36103627
3975,0.33757186
3976,0.38335
3977,0.33742288
3978,0.32110614
3979,0.3039905
3980,0.2704548
3981,0.25252852
3982,0.2581983
3983,0.25012207
3984,0.25796673
3985,0.24358693
3986,0.25116998
3987,0.23834778
3988,0.22432172
3989,0.21830688
3990,0.21112615
3991,0.20435175
3992,0.2248638
3993,0.22236224
3994,0.20711865
3995,0.203726
3996,0.1982759
3997,0.19538009
3998,0.19264434
3999,0.1883112
4000,0.18432811
4001,0.18172777
4002,0.17903422
4003,0.17177418
4004,0.16551141
4005,0.1640627
4006,0.15773316
4007,0.15722695
4008,0.15601294
4009,0.14719036
4010,0.14145476
4011,0.13524269
4012,0.13487367
4013,0.1344558
4014,0.1325003
4015,0.12977722
4016,0.12258202
4017,0.12743735
4018,0.1938599
4019,0.2729094
4020,0.29974025
4021,0.3279912
4022,0.30880538
4023,0.30294824
4024,0.29796913
4025,0.29233298
4026,0.28533557
4027,0.2716475
4028,0.26312762
4029,0.25110596
4030,0.24423565
4031,0.23726687
4032,0.231696
4033,0.21916999
4034,0.2067459
4035,0.20314914
4036,0.19840944
4037,0.21639629
4038,0.21577767
4039,0.20748839
4040,0.20303443
4041,0.19969042
4042,0.19169845
4043,0.24206947
4044,0.22545713
4045,0.21939039
4046,0.21131516
4047,0.20044127
4048,0.22353695
4049,0.22332084
4050,0.21474658
4051,0.20394811
4052,0.19596133
4053,0.18580051
4054,0.20485215
4055,0.2908927
4056,0.28341296
4057,0.27438137
4058,0.26497996
4059,0.25585094
4060,0.24672633
4061,0.23765764
4062,0.22857589
4063,0.21712145
4064,0.2083608
4065,0.20270492
4066,0.19831046
4067,0.19104181
4068,0.18515155
4069,0.20522362
4070,0.20281245
4071,0.19790976
4072,0.19374153
4073,0.19069314
4074,0.18544666
4075,0.18007678
4076,0.17453663
4077,0.16724771
4078,0.1629548
4079,0.15922083
4080,0.1558247
4081,0.15155654
4082,0.14597517
4083,0.1407167
4084,0.13698687
4085,0.13457866
4086,0.12980317
4087,0.125451
4088,0.122139886
4089,0.12111357
4090,0.11792221
4091,0.1931947
4092,0.19347677
4093,0.18746395
4094,0.18382949
4095,0.19451185
4096,0.18948703
4097,0.22033817
4098,0.24448648
4099,0.4136472
4100,0.9563818
4101,1.0036583
4102,0.93910694
4103,0.88191694
4104,0.8304581
4105,0.7915185
4106,0.7626136
4107,0.7301241
4108,0.6982549
4109,0.66627204
4110,0.6285119
4111,0.5971392
4112,0.5638116
4113,0.6337007
4114,0.61985695
4115,0.61640257
4116,0.578199
4117,0.5435956
4118,0.51865894
4119,0.49866965
4120,0.4774319
4121,0.4550596
4122,0.43084827
4123,0.41546214
4124,0.40428215
4125,0.39752337
4126,0.3792983
4127,0.36560318
4128,0.35440233
4129,0.35668454
4130,0.37087172
4131,0.41435695
4132,0.39493296
4133,0.45398432
4134,0.68990123
4135,0.70262146
4136,0.66192406
4137,0.6234568
4138,0.6104182
4139,0.6661802
4140,0.64609003
4141,0.8209094
4142,1.1236916
4143,1.0931171
4144,1.0086796
4145,0.92763996
4146,0.85951495
4147,0.80611
4148,0.75882286
4149,0.7135643
4150,0.72508585
4151,0.7075813
4152,0.66114557
4153,0.6373092
4154,0.6122007
4155,0.6482769
4156,0.6091458
4157,0.5761777
4158,0.64368916
4159,0.6144905
4160,0.577807
4161,0.5578264
4162,0.5349714
4163,0.5174645
4164,0.49148107
4165,0.7010066
4166,0.66884035
4167,0.6326612
4168,0.604009
4169,0.58607835
4170,0.71379584
4171,0.71240246
4172,0.67430073
4173,0.652241
4174,0.6269863
4175,0.6409317
4176,0.6173151
4177,0.5994989
4178,0.57115513
4179,0.7040803
4180,0.7152434
4181,0.74046564
4182,0.6991396
4183,0.66249806
4184,0.63496727
4185,0.60283643
4186,0.6938903
4187,0.6506344
4188,0.60998666
4189,1.435399
4190,1.2877712
4191,2.0519285
4192,2.009596
4193,1.6988423
4194,1.4826555
4195,1.3110199
4196,1.1691201
4197,1.0601845
4198,0.95733774
4199,6.1035843
4200,3.9100704
4201,2.8780303
4202,2.3440762
4203,12.415032
4204,8.659613
4205,6.0188856
4206,4.1578765
4207,3.1836538
4208,2.2812319
4209,1.8119485
4210,1.4935443
4211,1.2339435
4212,1.1157136
4213,0.9901594
4214,0.7723438
4215,0.84529066
4216,1.3368012
4217,1.363295
4218,1.1413267
4219,1.3874937
4220,1.4179419
4221,1.2008178
4222,1.0319865
4223,0.9078005
4224,0.80770326
4225,0.7278706
4226,0.6607035
4227,0.65488255
4228,0.6024084
4229,0.98592687
4230,1.8545427
4231,3.7250104
4232,5.1596813
4233,3.6460454
4234,2.4729154
4235,1.8532816
4236,1.5099007
4237,1.2469263
4238,1.4900253
4239,1.3523784
4240,1.1268172
4241,0.9707635
4242,1.0195252
4243,0.8879768
4244,0.8045927
4245,0.700922
4246,0.5738317
4247,0.51045394
4248,0.8422647
4249,0.71360123
4250,0.58593476
4251,0.5171658
4252,0.5956682
4253,1.4741831
4254,1.2372327
4255,1.2960207
4256,1.0678339
4257,0.9169382
4258,0.69732213
4259,0.5892528
4260,0.5301786
4261,0.53833425
4262,0.50071347
4263,0.49686533
4264,0.57381445
4265,0.5215438
4266,0.46760416
4267,0.4210204
4268,0.39595473
4269,0.3774907
4270,0.35077894
4271,0.32451153
4272,0.29844862
4273,0.28240454
4274,0.2652515
4275,0.27274147
4276,0.25593245
4277,0.24399403
4278,0.23302788
4279,0.2764891
4280,0.31270772
4281,0.3170631
4282,0.4497095
4283,0.45563576
4284,0.40897197
4285,0.36240977
4286,0.35039937
4287,0.6643993
4288,9.797244
4289,6.445362
4290,4.1977787
4291,2.6663241
4292,1.9145356
4293,1.4595387
4294,1.164773
4295,0.90739185
4296,0.65342605
4297,0.493891
4298,0.4133647
4299,0.35673428
4300,0.3176693
4301,0.28367692
4302,0.23753779
4303,0.20903017
4304,0.19273168
4305,0.2034598
4306,0.19543207
4307,0.19636127
4308,0.18197548
4309,0.17170805
4310,0.15951951
4311,0.16470411
4312,0.1402702
4313,0.18381152
4314,0.1856377
4315,0.17300507
4316,0.16173965
4317,0.15216692
4318,0.1437098
4319,0.15034358
4320,0.15474322
4321,0.20728442
4322,0.23946016
4323,0.29454747
4324,0.25338027
4325,0.28394812
4326,0.2547897
4327,0.21606335
4328,0.19884856
4329,0.1816361
4330,0.16696627
4331,0.15226763
4332,0.14017902
4333,0.12900698
4334,0.11602917
4335,0.110329345
4336,0.10660516
4337,0.10367377
4338,0.10764259
4339,0.10007411
4340,0.0979311
4341,0.09336963
4342,0.089755476
4343,0.08719691
4344,0.084028184
4345,0.08155393
4346,0.07869527
4347,0.07673858
4348,0.07498224
4349,0.07277894
4350,0.06619991
4351,0.06217825
4352,0.06506339
4353,0.059169043
4354,0.05602451
4355,0.051341206
4356,0.052045867
4357,0.0487008
4358,0.04793131
4359,0.04983844
4360,0.048518904
4361,0.045604266
4362,0.047569294
4363,0.047916472
4364,0.10722745
4365,0.103995144
4366,0.10902249
4367,0.11887165
4368,0.10958368
4369,0.12243695
4370,4.296175
4371,3.136775
4372,2.513646
4373,1.869421
4374,1.9396214
4375,1.5801061
4376,1.2608241
4377,1.0442011
4378,7.4087276
4379,13.3921795
4380,11.105335
4381,8.816552
4382,7.303327
4383,5.303727
4384,10.77981
4385,8.404076
4386,5.945228
4387,4.2539935
4388,2.986906
4389,2.1666403
4390,1.5976305
4391,1.2276217
4392,1.0176268
4393,0.8052583
4394,0.67188835
4395,0.6048263
4396,0.5464511
4397,0.52443624
4398,1.4668303
4399,1.2120026
4400,0.9572493
4401,0.8014419
4402,0.7144232
4403,0.6413966
4404,0.7626481
4405,1.1618471
4406,1.0019153
4407,0.8788482
4408,0.7813223
4409,0.6976403
4410,0.6326077
4411,0.5780307
4412,0.5924281
4413,0.544726
4414,0.50330853
4415,0.46816742
4416,0.43775773
4417,0.41097704
4418,0.44022077
4419,0.42222613
4420,0.49701005
4421,1.4695375
4422,1.246707
4423,1.0896544
4424,0.96525586
4425,0.87029725
4426,8.88167
4427,6.8022656
4428,5.1706567
4429,3.9937406
4430,3.337316
4431,5.9886637
4432,4.3841286
4433,3.2764213
4434,2.7631907
4435,7.061435
4436,5.348302
4437,6.157263
4438,4.6147776
4439,3.4897804
4440,2.767412
4441,2.842565
4442,2.8349946
4443,2.1695528
4444,1.8059136
4445,1.5382657
4446,1.6112442
4447,1.4528413
4448,1.2692443
4449,1.1296589
4450,2.5630755
4451,2.1124327
4452,1.7872045
4453,1.5189499
4454,1.299051
4455,1.1565179
4456,1.0397122
4457,1.074444
4458,0.97963035
4459,0.9021263
4460,0.83109975
4461,0.7754195
4462,1.8976588
4463,1.5671246
4464,1.3627915
4465,1.2216318
4466,1.0970076
4467,1.0038548
4468,1.767209
4469,1.5082268
4470,2.5412464
4471,2.6074944
4472,2.145559
4473,1.8319347
4474,1.8047196
4475,1.5697572
4476,1.3869015
4477,1.2364113
4478,1.1249831
4479,1.0305923
4480,1.0954278
4481,1.0012336
4482,0.9234839
4483,0.86477363
4484,0.8130368
4485,0.767681
4486,1.1305251
4487,1.1847992
4488,1.0879958
4489,1.7084248
4490,1.4948041
4491,1.341349
4492,1.2196379
4493,1.1239524
4494,4.0205736
4495,3.18648
4496,2.610728
4497,4.7299566
4498,4.590908
4499,4.708664
4500,3.4241798
4501,2.7358797
4502,2.2788496
4503,1.9604194
4504,1.7409858
4505,1.5658917
4506,1.2802756
4507,1.1040599
4508,0.9913147
4509,0.9077457
4510,1.670793
4511,5.2138834
4512,3.889506
4513,2.9670622
4514,2.4477139
4515,4.252739
4516,3.3252363
4517,2.7222338
4518,2.2495418
4519,3.521516
4520,2.8788733
4521,2.32381
4522,1.9955608
4523,1.7105255
4524,1.5235999
4525,1.3070414
4526,1.1895809
4527,1.1063132
4528,1.0974708
4529,1.0275497
4530,0.9691063
4531,1.7806251
4532,1.391748
4533,1.1237156
4534,1.0060915
4535,0.84433746
4536,0.7407073
4537,0.7030563
4538,0.8806863
4539,2.2589912
4540,5.582018
4541,8.174271
4542,5.5515833
4543,3.8256607
4544,2.7965503
4545,4.3261375
4546,3.3613462
4547,2.5592756
4548,1.9729183
4549,1.6673892
4550,6.8154793
4551,5.048534
4552,3.4458735
4553,2.4392023
4554,1.8747793
4555,1.5279075
4556,5.577857
4557,4.401797
4558,3.4052835
4559,2.7327561
4560,2.268489
4561,1.8063836
4562,2.4481459
4563,1.988744
4564,1.510244
4565,1.3456821
4566,1.2108577
4567,1.0827471
4568,0.9491006
4569,0.8793109
4570,0.7186405
4571,0.5848129
4572,0.5572604
4573,1.4559796
4574,1.2976522
4575,1.027731
4576,0.9493384
4577,0.8743689
4578,1.2520547
4579,1.7097028
4580,1.4003916
4581,1.2529323
4582,1.1359923
4583,0.9912075
4584,2.266009
4585,1.9220243
4586,1.4349113
4587,1.2430391
4588,1.0891659
4589,1.139385
4590,1.1501226
4591,3.0736728
4592,2.7862034
4593,6.277945
4594,6.1081047
4595,4.4939194
4596,3.288012
4597,3.63607
4598,8.67761
4599,5.92798
4600,3.8458486
4601,2.479349
4602,1.9606667
4603,1.6355174
4604,1.7770803
4605,2.0382981
4606,1.4390332
4607,1.1517062
4608,0.9188174
4609,0.8284513
4610,0.75473
4611,0.7321988
4612,1.1047654
4613,1.2642896
4614,1.1108943
4615,0.988281
4616,0.885821
4617,0.8935236
4618,0.81098807
4619,0.91360784
4620,0.701419
4621,0.5570258
4622,0.49328074
4623,0.44153905
4624,0.39565393
4625,0.361249
4626,0.32501018
4627,0.29896116
4628,0.37288338
4629,0.3633648
4630,0.3454453
4631,0.34799904
4632,0.33722773
4633,0.35328746
4634,0.32533053
4635,0.31057554
4636,0.33300784
4637,0.31465745
4638,0.2998606
4639,0.27848533
4640,0.7311777
4641,0.89457446
4642,1.0752934
4643,1.1984334
4644,2.440207
4645,1.8419628
4646,2.2741656
4647,2.0675752
4648,1.5484232
4649,1.0914011
4650,0.9054869
4651,0.75785214
4652,0.630773
4653,0.50195634
4654,0.40558633
4655,0.3597246
4656,0.32370842
4657,0.29480794
4658,0.26499394
4659,0.2568699
4660,0.23671101
4661,0.21189901
4662,0.31213844
4663,0.45261288
4664,0.8199812
4665,0.9306581
4666,0.9943927
4667,1.9771369
4668,2.7547722
4669,2.0214195
4670,1.4640483
4671,1.1192801
4672,0.8821598
4673,0.9631672
4674,0.77975017
4675,0.64882505
4676,0.8463334
4677,1.2529614
4678,3.5680642
4679,4.6910295
4680,3.378328
4681,3.9043305
4682,2.6904936
4683,1.8025928
4684,1.9412789
4685,1.9252892
4686,1.4393275
4687,1.4082539
4688,1.3772267
4689,1.3347179
4690,1.0347657
4691,0.6942397
4692,0.4940734
4693,0.361735
4694,0.30014205
4695,0.6120793
4696,0.49648485
4697,0.39520139
4698,0.45826465
4699,0.38014394
4700,0.743369
4701,1.0135512
4702,0.7848227
4703,0.83283603
4704,0.6666179
4705,0.4747225
4706,0.37069812
4707,0.31082982
4708,0.27020496
4709,0.26755193
4710,0.26276115
4711,0.2440562
4712,0.20715657
4713,0.17934942
4714,0.15670201
4715,0.14238642
4716,0.13080065
4717,0.12068871
4718,0.11279019
4719,0.09839444
4720,0.08804483
4721,0.08302593
4722,0.077540636
4723,0.071960494
4724,0.0995243
4725,0.09128337
4726,0.08616451
4727,0.08275005
4728,0.0826285
4729,0.0884886
4730,0.07942365
4731,0.07561789
4732,0.07197776
4733,0.075225756
4734,0.57688326
4735,0.51939595
4736,0.57396513
4737,0.9340532
4738,3.871905
4739,4.492902
4740,5.9026065
4741,4.700836
4742,3.2558703
4743,2.3969774
4744,1.813318
4745,1.1924679
4746,0.9487343
4747,5.4805164
4748,4.812545
4749,3.4013069
4750,2.516845
4751,2.2950804
4752,1.7887369
4753,1.3465706
4754,1.0740485
4755,0.90775144
4756,0.77721953
4757,0.6689057
4758,0.48484796
4759,0.42630458
4760,0.36789584
4761,0.33197156
4762,0.2980823
4763,0.26852876
4764,0.24539253
4765,0.22603887
4766,0.20252845
4767,0.1870167
4768,0.17488718
4769,0.1638774
4770,0.15486407
4771,0.14670262
4772,0.13954942
4773,0.13364846
4774,0.12743774
4775,0.12076526
4776,0.114742815
4777,0.1810872
4778,0.21431175
4779,0.20067409
4780,0.1884678
4781,0.17833284
4782,0.19285968
4783,0.18845645
4784,0.2162898
4785,0.20575684
4786,0.19560611
4787,0.18723117
4788,0.1801044
4789,0.17402337
4790,0.16848871
4791,0.16189192
4792,0.15357934
4793,0.9401728
4794,0.81865525
4795,0.7486099
4796,1.0188553
4797,0.88721204
4798,0.78386486
4799,0.70081353
4800,0.63348025
4801,0.57433283
4802,0.52132386
4803,0.47691435
4804,0.4427729
4805,0.4113522
4806,1.9614675
4807,1.6104946
4808,1.3562438
4809,1.1638223
4810,1.0143639
4811,1.1985279
4812,1.0448592
4813,0.9239006
4814,0.82635236
4815,0.74646986
4816,0.6779157
4817,0.6209036
4818,0.8864156
4819,0.79911715
4820,0.7269087
4821,0.7663731
4822,0.7001796
4823,0.6442133
4824,0.5967554
4825,0.55610096
4826,0.52086556
4827,0.48939884
4828,0.45969152
4829,0.4362378
4830,0.4142273
4831,0.8538424
4832,0.7777656
4833,0.71317774
4834,0.657583
4835,0.7741302
4836,0.71737885
4837,0.66308606
4838,0.62487805
4839,2.0546772
4840,1.9618509
4841,1.6717894
4842,1.4674813
4843,1.278106
4844,1.1307257
4845,1.0121243
4846,0.91474056
4847,1.1651514
4848,1.0405568
4849,0.9411267
4850,0.8588288
4851,0.79020274
4852,0.7320541
4853,0.68145436
4854,3.758253
4855,2.897007
4856,2.330213
4857,1.9297991
4858,1.6422379
4859,2.7935667
4860,7.4344835
4861,5.496724
4862,4.0959578
4863,3.1660256
4864,2.5073426
4865,2.0539286
4866,1.7412481
4867,1.5010846
4868,1.571881
4869,3.3888521
4870,2.7031693
4871,2.8025393
4872,6.2561665
4873,5.187219
4874,6.111096
4875,4.5386667
4876,3.5014524
4877,2.7962425
4878,3.4896336
4879,2.8219826
4880,3.3454204
4881,3.9131436
4882,4.1257877
4883,3.2340512
4884,4.117113
4885,3.4690104
4886,2.5788298
4887,2.06318
4888,1.7391675
4889,1.5087351
4890,1.3359697
4891,1.1961498
4892,1.0518434
4893,0.9717317
4894,0.91843855
4895,0.8625468
4896,0.81449354
4897,0.7785893
4898,0.7335272
4899,0.66126454
4900,0.5687785
4901,0.742555
4902,0.69947374
4903,0.88053656
4904,0.78375685
4905,0.69455373
4906,0.65156513
4907,0.6105643
4908,0.58354664
4909,1.3304176
4910,1.073031
4911,0.91139805
4912,1.3027837
4913,1.0263057
4914,0.9249239
4915,0.86735487
4916,0.8178805
4917,0.77444685
4918,0.74690056
4919,2.6784391
4920,1.9371923
4921,1.4729646
4922,1.2454137
4923,1.1396259
4924,1.6210309
4925,1.3384533
4926,1.2158802
4927,1.0957245
4928,1.0151497
4929,0.9463331
4930,1.5733732
4931,1.2229398
4932,0.97609
4933,0.7909893
