,0
648,0.26536343
649,0.24490565
650,0.5571153
651,0.49359536
652,0.40743488
653,0.73879117
654,2.9826174
655,2.6619377
656,1.8650678
657,1.3781521
658,1.0376656
659,1.0607202
660,0.97845167
661,3.3839612
662,9.376868
663,7.490305
664,4.8601146
665,4.3151827
666,2.9085236
667,1.849726
668,3.7372508
669,4.0586176
670,4.190552
671,2.951575
672,2.149657
673,1.7061328
674,1.3464863
675,1.0907481
676,1.3220251
677,1.0572567
678,0.87936604
679,0.6205113
680,0.45886222
681,0.7738931
682,0.87945783
683,0.72571385
684,1.0392267
685,0.99098796
686,0.84582996
687,1.0479372
688,1.2727237
689,0.8810816
690,0.729315
691,0.6456332
692,0.5803931
693,0.56322074
694,0.4769526
695,0.43807676
696,0.37280443
697,0.29925328
698,0.5014134
699,0.59045476
700,0.5027019
701,0.43208608
702,0.33145118
703,0.32150787
704,5.91764
705,4.1492834
706,2.882199
707,1.9927377
708,2.1333897
709,1.6054319
710,1.1910418
711,0.9573611
712,0.9530916
713,1.5569589
714,1.2243372
715,0.99800736
716,0.8773196
717,0.80813104
718,1.148853
719,1.1339871
720,0.8847766
721,0.94344586
722,0.78754854
723,0.636439
724,0.5299133
725,0.46120897
726,0.39479142
727,0.34882325
728,0.33918148
729,0.29571843
730,0.26488513
731,0.24052164
732,0.22172949
733,0.20598677
734,0.19136405
735,0.17867424
736,0.16912657
737,0.16253428
738,0.1549075
739,0.14895715
740,0.21305433
741,0.5258404
742,0.46527547
743,0.4171214
744,0.37695697
745,0.34562573
746,0.3194495
747,0.34515828
748,0.32013386
749,0.29867095
750,0.27754912
751,0.26146966
752,0.2452999
753,0.23315826
754,0.22032978
755,0.2063702
756,0.19413227
757,0.18634635
758,0.18107407
759,0.17652828
760,0.16917148
761,0.16745636
762,0.19964938
763,0.20026384
764,0.18946698
765,0.18248126
766,0.4363324
767,0.40915728
768,0.38198996
769,0.35588023
770,0.7967603
771,0.7141621
772,0.636888
773,0.5790657
774,0.5227141
775,0.48096874
776,0.4411103
777,3.146977
778,2.3725934
779,8.067094
780,8.273458
781,6.0524235
782,9.337631
783,7.802799
784,7.3334494
